order_id,customer_id,order_date,total_amount,discount_applied,discount_percentage
O0031858,C02845,2023-07-08,846.09,No,0
O0031859,C02845,2023-08-17,784.3,No,0
O0031860,C02845,2023-11-06,342.62,No,0
O0031861,C02845,2024-02-12,169.69,No,0
O0031862,C02845,2024-04-10,229.1,No,0
O0031863,C02845,2024-06-05,481.43,No,0
O0031864,C02846,2023-03-31,127.58,No,0
O0031865,C02846,2023-07-05,832.34,Yes,15
O0031866,C02846,2023-09-11,162.4,No,0
O0031867,C02846,2023-11-13,231.06,No,0
O0031868,C02846,2023-11-25,218.52,Yes,20
O0031869,C02846,2023-12-11,166.82,No,0
O0031870,C02846,2024-03-16,96.51,No,0
O0031871,C02846,2024-03-25,403.89,Yes,15
O0031872,C02846,2024-05-21,260.21,No,0
O0031873,C02846,2024-05-23,430.15,Yes,5
O0031874,C02847,2024-01-02,254.1,No,0
O0031875,C02848,2023-01-15,320.85,Yes,10
O0031876,C02848,2023-01-16,1091.57,No,0
O0031877,C02848,2023-01-26,586.42,Yes,5
O0031878,C02848,2023-03-15,436.68,Yes,25
O0031879,C02848,2023-03-30,296.63,No,0
O0031880,C02848,2023-04-01,165.29,Yes,25
O0031881,C02848,2023-04-05,376.76,Yes,25
O0031882,C02848,2023-04-11,180.69,Yes,5
O0031883,C02848,2023-04-14,332.13,Yes,15
O0031884,C02848,2023-05-18,80.06,Yes,10
O0031885,C02848,2023-05-23,291.18,Yes,10
O0031886,C02848,2023-06-01,402.59,Yes,25
O0031887,C02848,2023-06-04,256.49,Yes,5
O0031888,C02848,2023-06-11,473.41,No,0
O0031889,C02848,2023-07-08,161.09,No,0
O0031890,C02848,2023-07-22,95.19,Yes,10
O0031891,C02848,2023-07-26,486.64,Yes,10
O0031892,C02848,2023-07-30,215.37,No,0
O0031893,C02848,2023-09-01,73.67,Yes,10
O0031894,C02848,2023-09-10,513.05,Yes,5
O0031895,C02848,2023-09-26,696.19,Yes,10
O0031896,C02848,2023-10-13,484.71,Yes,20
O0031897,C02848,2023-11-01,273.67,Yes,20
O0031898,C02848,2023-11-06,470.29,Yes,15
O0031899,C02848,2023-12-16,649.97,Yes,10
O0031900,C02848,2023-12-20,402.67,Yes,5
O0031901,C02848,2024-01-10,603.35,No,0
O0031902,C02848,2024-01-22,332.25,Yes,5
O0031903,C02848,2024-02-09,571.06,Yes,20
O0031904,C02848,2024-03-01,679.96,Yes,25
O0031905,C02848,2024-03-23,1280.28,Yes,25
O0031906,C02848,2024-04-08,332.43,Yes,10
O0031907,C02848,2024-04-20,129.28,No,0
O0031908,C02848,2024-05-04,537.24,No,0
O0031909,C02848,2024-05-25,566.33,Yes,15
O0031910,C02848,2024-06-23,111.02,No,0
O0031911,C02849,2022-02-09,147.55,No,0
O0031912,C02849,2022-02-13,98.08,No,0
O0031913,C02849,2022-03-21,938.44,No,0
O0031914,C02849,2022-03-29,308.66,Yes,5
O0031915,C02849,2022-04-14,301.6,No,0
O0031916,C02849,2022-05-15,72.54,No,0
O0031917,C02849,2022-06-13,128.75,No,0
O0031918,C02849,2022-06-17,146.79,Yes,10
O0031919,C02849,2022-06-25,398.36,Yes,5
O0031920,C02849,2022-08-27,364.4,No,0
O0031921,C02849,2022-10-10,324.95,No,0
O0031922,C02849,2022-10-15,251.27,No,0
O0031923,C02849,2022-10-16,595.01,No,0
O0031924,C02849,2023-02-14,1144.8,Yes,5
O0031925,C02849,2023-02-28,427.18,Yes,5
O0031926,C02849,2023-03-13,1097.4,No,0
O0031927,C02849,2023-05-25,174.89,Yes,15
O0031928,C02849,2023-06-01,490.65,No,0
O0031929,C02849,2023-06-02,274.38,No,0
O0031930,C02849,2023-06-29,857.06,No,0
O0031931,C02849,2023-10-05,507.68,Yes,10
O0031932,C02849,2023-10-13,190.02,No,0
O0031933,C02849,2023-10-27,323.17,No,0
O0031934,C02849,2023-12-13,210.6,Yes,10
O0031935,C02849,2023-12-21,652.45,No,0
O0031936,C02849,2024-03-06,643.16,Yes,5
O0031937,C02849,2024-04-04,172.96,No,0
O0031938,C02849,2024-05-03,831.39,No,0
O0031939,C02849,2024-06-05,526.72,Yes,20
O0031940,C02849,2024-06-19,210.33,No,0
O0031941,C02850,2022-11-15,631.58,No,0
O0031942,C02850,2022-11-25,450.86,Yes,10
O0031943,C02850,2023-01-11,793.95,No,0
O0031944,C02850,2023-02-02,331.14,No,0
O0031945,C02850,2023-03-24,58.59,Yes,10
O0031946,C02850,2023-03-31,730.06,No,0
O0031947,C02850,2023-04-08,346.38,No,0
O0031948,C02850,2023-04-10,400.67,No,0
O0031949,C02850,2023-04-24,88.37,No,0
O0031950,C02850,2023-05-14,488.1,No,0
O0031951,C02850,2023-06-11,199.79,No,0
O0031952,C02850,2023-06-30,320.82,No,0
O0031953,C02850,2023-07-11,507.69,No,0
O0031954,C02850,2023-07-19,191.8,No,0
O0031955,C02850,2023-08-28,115.18,No,0
O0031956,C02850,2023-09-22,273.34,No,0
O0031957,C02850,2023-09-23,84.27,Yes,15
O0031958,C02850,2023-10-09,700.18,Yes,5
O0031959,C02850,2023-10-20,285.44,No,0
O0031960,C02850,2023-11-25,409.06,No,0
O0031961,C02850,2023-12-08,78.94,Yes,15
O0031962,C02850,2023-12-20,624.09,No,0
O0031963,C02850,2023-12-24,298.86,No,0
O0031964,C02850,2024-01-09,305.59,No,0
O0031965,C02850,2024-01-19,407.48,No,0
O0031966,C02850,2024-01-30,318.55,No,0
O0031967,C02850,2024-02-17,289.25,Yes,15
O0031968,C02850,2024-03-03,492.2,No,0
O0031969,C02850,2024-03-10,95.77,No,0
O0031970,C02850,2024-03-16,624.91,No,0
O0031971,C02850,2024-04-01,362.81,No,0
O0031972,C02850,2024-04-15,127.87,Yes,5
O0031973,C02850,2024-05-01,359.39,Yes,5
O0031974,C02850,2024-05-14,135.19,Yes,10
O0031975,C02850,2024-05-25,687.35,No,0
O0031976,C02850,2024-06-06,953.64,No,0
O0031977,C02851,2023-07-25,517.64,No,0
O0031978,C02852,2024-02-07,301.61,Yes,25
O0031979,C02852,2024-02-08,315.08,No,0
O0031980,C02852,2024-02-21,88.55,Yes,10
O0031981,C02853,2022-10-13,105.09,No,0
O0031982,C02853,2022-10-30,319.46,Yes,25
O0031983,C02854,2023-08-27,314.71,No,0
O0031984,C02854,2023-09-05,375.23,No,0
O0031985,C02854,2023-09-26,609.5,No,0
O0031986,C02854,2023-11-19,421.15,No,0
O0031987,C02854,2024-01-19,649.98,No,0
O0031988,C02854,2024-01-31,256.34,No,0
O0031989,C02854,2024-02-12,438.15,No,0
O0031990,C02854,2024-03-04,183.52,No,0
O0031991,C02854,2024-03-11,269.3,Yes,10
O0031992,C02854,2024-04-13,618.53,Yes,10
O0031993,C02854,2024-04-16,451.06,No,0
O0031994,C02854,2024-05-25,1310.9,No,0
O0031995,C02854,2024-05-27,783.81,No,0
O0031996,C02854,2024-06-18,101.08,No,0
O0031997,C02855,2023-10-24,1023.44,Yes,5
O0031998,C02855,2023-11-20,294.34,Yes,10
O0031999,C02855,2023-11-26,178.56,Yes,10
O0032000,C02855,2023-12-06,89.42,Yes,10
O0032001,C02855,2024-01-29,144.71,No,0
O0032002,C02855,2024-02-20,253.14,Yes,5
O0032003,C02855,2024-04-04,244.9,No,0
O0032004,C02855,2024-06-11,90.15,Yes,5
O0032005,C02856,2022-09-24,475.35,Yes,15
O0032006,C02856,2022-10-01,837.09,Yes,5
O0032007,C02856,2022-10-06,406.23,No,0
O0032008,C02856,2022-12-31,909.63,No,0
O0032009,C02856,2023-01-25,311.41,No,0
O0032010,C02856,2023-03-09,260.72,No,0
O0032011,C02856,2023-03-15,1040.14,No,0
O0032012,C02856,2023-03-16,431.81,No,0
O0032013,C02856,2023-03-30,75.74,Yes,15
O0032014,C02856,2023-05-05,431.32,Yes,5
O0032015,C02856,2023-05-12,222.82,No,0
O0032016,C02856,2023-07-20,473.95,Yes,15
O0032017,C02856,2023-08-01,1395.33,No,0
O0032018,C02856,2023-10-02,95.94,No,0
O0032019,C02856,2023-12-19,191.26,No,0
O0032020,C02856,2024-01-08,1067.56,No,0
O0032021,C02856,2024-02-20,589.65,Yes,5
O0032022,C02856,2024-03-20,367.58,Yes,10
O0032023,C02856,2024-04-11,136.79,Yes,20
O0032024,C02856,2024-04-14,812.96,No,0
O0032025,C02857,2024-01-16,633.77,No,0
O0032026,C02857,2024-02-07,914.49,No,0
O0032027,C02857,2024-02-27,399.38,No,0
O0032028,C02857,2024-03-13,251.4,No,0
O0032029,C02857,2024-04-03,466.16,No,0
O0032030,C02857,2024-04-14,243.31,Yes,10
O0032031,C02857,2024-04-15,82.61,Yes,15
O0032032,C02857,2024-05-03,190.19,No,0
O0032033,C02857,2024-05-18,434.36,No,0
O0032034,C02857,2024-05-24,663.64,Yes,5
O0032035,C02857,2024-06-24,297.87,No,0
O0032036,C02858,2022-05-19,271.37,No,0
O0032037,C02858,2022-06-02,289.22,Yes,25
O0032038,C02858,2022-06-24,94.78,No,0
O0032039,C02858,2022-07-01,275.23,No,0
O0032040,C02858,2022-07-18,283.25,No,0
O0032041,C02858,2022-08-23,92.63,No,0
O0032042,C02858,2022-09-10,277.51,Yes,25
O0032043,C02858,2022-10-05,342.51,No,0
O0032044,C02858,2022-10-17,906.0,No,0
O0032045,C02858,2022-10-26,345.67,No,0
O0032046,C02858,2022-11-23,1161.35,No,0
O0032047,C02858,2023-02-18,486.9,No,0
O0032048,C02858,2023-02-19,590.63,No,0
O0032049,C02858,2023-02-20,191.84,No,0
O0032050,C02858,2023-02-21,745.42,No,0
O0032051,C02858,2023-02-27,492.75,No,0
O0032052,C02858,2023-04-08,98.68,No,0
O0032053,C02858,2023-04-27,651.95,No,0
O0032054,C02858,2023-07-08,449.39,No,0
O0032055,C02858,2023-07-23,150.8,No,0
O0032056,C02858,2023-08-03,101.1,No,0
O0032057,C02858,2023-09-26,346.15,No,0
O0032058,C02858,2023-10-19,94.58,No,0
O0032059,C02858,2023-11-14,1398.41,No,0
O0032060,C02858,2023-12-11,339.79,No,0
O0032061,C02858,2024-01-13,813.21,No,0
O0032062,C02858,2024-01-14,867.59,No,0
O0032063,C02858,2024-01-21,501.74,No,0
O0032064,C02858,2024-01-29,289.96,Yes,15
O0032065,C02858,2024-02-14,416.84,No,0
O0032066,C02858,2024-03-19,384.56,No,0
O0032067,C02858,2024-06-18,173.07,No,0
O0032068,C02858,2024-06-24,135.18,No,0
O0032069,C02859,2024-03-11,139.9,No,0
O0032070,C02859,2024-03-20,527.56,No,0
O0032071,C02859,2024-04-06,1140.02,No,0
O0032072,C02860,2022-07-17,87.23,No,0
O0032073,C02860,2022-07-27,447.05,No,0
O0032074,C02860,2022-07-29,210.73,No,0
O0032075,C02860,2022-08-22,357.38,No,0
O0032076,C02860,2022-08-27,542.33,No,0
O0032077,C02860,2022-09-10,357.6,No,0
O0032078,C02860,2022-09-23,440.5,Yes,5
O0032079,C02860,2022-09-24,95.44,No,0
O0032080,C02860,2022-10-22,159.05,No,0
O0032081,C02860,2022-11-19,1056.71,No,0
O0032082,C02860,2023-01-02,505.73,Yes,10
O0032083,C02860,2023-01-05,241.5,No,0
O0032084,C02860,2023-01-30,568.06,No,0
O0032085,C02860,2023-02-17,146.31,No,0
O0032086,C02860,2023-04-18,394.93,No,0
O0032087,C02860,2023-05-08,90.5,No,0
O0032088,C02860,2023-05-27,392.85,No,0
O0032089,C02860,2023-07-07,265.94,No,0
O0032090,C02860,2023-07-11,525.81,No,0
O0032091,C02860,2023-08-12,1771.72,Yes,10
O0032092,C02860,2023-08-29,543.67,Yes,10
O0032093,C02860,2023-09-08,475.22,No,0
O0032094,C02860,2023-11-11,356.33,No,0
O0032095,C02860,2023-11-20,287.5,Yes,20
O0032096,C02860,2023-11-21,345.44,No,0
O0032097,C02860,2024-02-04,238.76,No,0
O0032098,C02860,2024-02-05,319.65,No,0
O0032099,C02860,2024-02-08,685.64,No,0
O0032100,C02860,2024-02-14,353.84,No,0
O0032101,C02860,2024-03-23,94.11,No,0
O0032102,C02860,2024-03-27,825.39,No,0
O0032103,C02860,2024-04-16,79.64,Yes,15
O0032104,C02860,2024-05-10,927.05,No,0
O0032105,C02860,2024-05-19,141.42,Yes,15
O0032106,C02861,2022-11-29,709.08,No,0
O0032107,C02861,2022-12-10,281.34,No,0
O0032108,C02861,2022-12-17,299.99,No,0
O0032109,C02861,2023-03-02,177.89,No,0
O0032110,C02861,2023-03-05,260.79,Yes,10
O0032111,C02861,2023-03-07,71.83,No,0
O0032112,C02861,2023-03-31,658.47,No,0
O0032113,C02861,2023-05-12,88.53,No,0
O0032114,C02861,2023-06-23,190.65,No,0
O0032115,C02861,2023-08-26,263.08,Yes,20
O0032116,C02861,2023-09-05,174.59,No,0
O0032117,C02861,2023-10-02,322.77,No,0
O0032118,C02861,2023-10-16,207.44,Yes,15
O0032119,C02861,2023-10-24,343.12,No,0
O0032120,C02861,2023-10-31,768.68,No,0
O0032121,C02861,2023-11-09,702.64,No,0
O0032122,C02861,2023-11-14,1130.34,No,0
O0032123,C02861,2023-11-24,210.69,No,0
O0032124,C02861,2023-12-24,656.95,No,0
O0032125,C02861,2024-01-29,507.8,No,0
O0032126,C02861,2024-03-02,819.0,No,0
O0032127,C02861,2024-03-03,1229.39,Yes,25
O0032128,C02861,2024-03-04,460.59,No,0
O0032129,C02861,2024-03-08,113.22,No,0
O0032130,C02861,2024-03-19,969.8,No,0
O0032131,C02861,2024-04-07,547.41,No,0
O0032132,C02861,2024-05-01,624.92,No,0
O0032133,C02861,2024-05-04,422.98,No,0
O0032134,C02861,2024-05-17,77.82,Yes,15
O0032135,C02862,2022-10-16,687.56,No,0
O0032136,C02862,2022-11-17,144.12,No,0
O0032137,C02862,2022-11-25,358.55,No,0
O0032138,C02862,2022-11-28,457.9,No,0
O0032139,C02862,2023-01-12,115.74,No,0
O0032140,C02862,2023-01-13,1392.55,No,0
O0032141,C02862,2023-01-22,113.32,Yes,20
O0032142,C02862,2023-01-25,435.87,No,0
O0032143,C02862,2023-03-10,1250.6,No,0
O0032144,C02862,2023-06-09,193.66,No,0
O0032145,C02862,2023-06-25,151.04,No,0
O0032146,C02862,2023-07-13,352.67,No,0
O0032147,C02862,2023-07-19,74.41,No,0
O0032148,C02862,2023-08-03,1678.59,No,0
O0032149,C02862,2023-08-09,106.48,Yes,15
O0032150,C02862,2023-08-10,165.72,No,0
O0032151,C02862,2023-08-12,355.02,No,0
O0032152,C02862,2023-08-30,93.32,No,0
O0032153,C02862,2023-10-02,135.7,No,0
O0032154,C02862,2023-10-28,420.22,No,0
O0032155,C02862,2023-11-01,369.95,No,0
O0032156,C02862,2023-11-03,139.08,No,0
O0032157,C02862,2023-11-13,668.35,Yes,15
O0032158,C02862,2023-11-28,1165.84,No,0
O0032159,C02862,2023-12-14,431.5,Yes,15
O0032160,C02862,2023-12-30,861.12,No,0
O0032161,C02862,2024-03-01,316.7,No,0
O0032162,C02862,2024-03-06,82.42,No,0
O0032163,C02862,2024-03-07,408.64,No,0
O0032164,C02862,2024-03-10,736.58,No,0
O0032165,C02862,2024-03-25,183.94,No,0
O0032166,C02862,2024-04-16,286.95,Yes,15
O0032167,C02862,2024-04-20,594.64,No,0
O0032168,C02863,2023-01-11,236.3,No,0
O0032169,C02863,2023-02-01,326.19,No,0
O0032170,C02863,2023-02-02,882.15,No,0
O0032171,C02863,2023-02-11,239.64,Yes,15
O0032172,C02863,2023-02-12,231.05,No,0
O0032173,C02863,2023-02-26,188.71,No,0
O0032174,C02863,2023-03-03,761.15,Yes,15
O0032175,C02863,2023-03-10,160.91,No,0
O0032176,C02863,2023-03-17,877.72,No,0
O0032177,C02863,2023-04-19,451.37,No,0
O0032178,C02863,2023-04-24,878.8,No,0
O0032179,C02863,2023-04-27,423.63,No,0
O0032180,C02863,2023-04-30,123.85,No,0
O0032181,C02863,2023-05-04,145.95,No,0
O0032182,C02863,2023-05-28,91.8,No,0
O0032183,C02863,2023-06-03,405.96,No,0
O0032184,C02863,2023-06-06,235.17,Yes,15
O0032185,C02863,2023-07-01,690.18,No,0
O0032186,C02863,2023-07-09,488.75,No,0
O0032187,C02863,2023-07-16,147.4,Yes,5
O0032188,C02863,2023-07-21,286.6,No,0
O0032189,C02863,2023-07-24,75.01,No,0
O0032190,C02863,2023-07-29,59.4,No,0
O0032191,C02863,2023-08-08,142.64,Yes,5
O0032192,C02863,2023-08-23,573.82,No,0
O0032193,C02863,2023-09-01,361.27,Yes,5
O0032194,C02863,2023-09-10,577.2,No,0
O0032195,C02863,2023-09-17,274.3,No,0
O0032196,C02863,2023-10-09,375.27,No,0
O0032197,C02863,2023-10-19,73.51,No,0
O0032198,C02863,2024-01-09,281.56,No,0
O0032199,C02863,2024-02-16,804.24,No,0
O0032200,C02863,2024-02-20,753.55,No,0
O0032201,C02863,2024-04-20,354.56,No,0
O0032202,C02864,2024-06-29,147.2,No,0
O0032203,C02865,2023-12-30,234.07,No,0
O0032204,C02865,2024-02-05,174.98,No,0
O0032205,C02865,2024-02-28,662.13,No,0
O0032206,C02865,2024-03-20,367.08,No,0
O0032207,C02866,2023-03-14,283.52,No,0
O0032208,C02867,2022-02-26,412.6,No,0
O0032209,C02867,2022-02-27,814.53,No,0
O0032210,C02867,2022-03-03,170.05,No,0
O0032211,C02867,2022-03-05,362.52,No,0
O0032212,C02867,2022-03-16,414.93,No,0
O0032213,C02867,2022-04-02,458.63,No,0
O0032214,C02867,2022-05-14,77.38,Yes,10
O0032215,C02867,2022-06-15,95.16,No,0
O0032216,C02867,2022-06-26,367.42,No,0
O0032217,C02867,2022-08-11,135.95,Yes,15
O0032218,C02867,2022-08-20,797.98,No,0
O0032219,C02867,2022-08-31,143.89,Yes,10
O0032220,C02867,2022-12-09,335.02,Yes,10
O0032221,C02867,2022-12-14,461.92,Yes,15
O0032222,C02867,2022-12-22,388.6,No,0
O0032223,C02867,2023-01-19,172.67,No,0
O0032224,C02867,2023-01-28,558.57,Yes,10
O0032225,C02867,2023-04-07,404.83,Yes,5
O0032226,C02867,2023-05-23,180.02,No,0
O0032227,C02867,2023-06-12,124.82,No,0
O0032228,C02867,2023-06-30,117.36,No,0
O0032229,C02867,2023-08-16,666.49,No,0
O0032230,C02867,2023-10-11,299.63,No,0
O0032231,C02867,2023-11-11,611.61,No,0
O0032232,C02867,2023-11-25,136.41,No,0
O0032233,C02867,2023-11-26,748.21,No,0
O0032234,C02867,2023-12-12,889.35,No,0
O0032235,C02867,2024-03-01,532.05,No,0
O0032236,C02867,2024-04-04,295.27,Yes,5
O0032237,C02867,2024-04-19,266.95,No,0
O0032238,C02867,2024-05-13,166.72,Yes,10
O0032239,C02867,2024-05-15,153.08,No,0
O0032240,C02868,2022-12-21,98.28,No,0
O0032241,C02868,2023-01-31,1114.73,No,0
O0032242,C02868,2023-04-30,582.42,Yes,10
O0032243,C02868,2023-06-22,846.65,No,0
O0032244,C02868,2023-08-02,217.06,No,0
O0032245,C02868,2023-08-21,349.68,No,0
O0032246,C02868,2023-12-07,413.2,No,0
O0032247,C02868,2023-12-21,1131.43,No,0
O0032248,C02868,2024-05-03,252.24,No,0
O0032249,C02868,2024-05-23,470.92,No,0
O0032250,C02868,2024-06-07,497.25,Yes,5
O0032251,C02868,2024-06-10,335.07,No,0
O0032252,C02869,2022-03-24,90.46,Yes,25
O0032253,C02869,2022-04-09,462.16,No,0
O0032254,C02869,2022-04-18,150.76,No,0
O0032255,C02869,2022-06-25,433.86,Yes,15
O0032256,C02869,2022-07-30,338.59,No,0
O0032257,C02869,2022-07-31,117.53,No,0
O0032258,C02869,2022-12-03,154.5,No,0
O0032259,C02869,2023-01-23,469.85,No,0
O0032260,C02869,2023-02-10,354.76,No,0
O0032261,C02869,2023-03-04,200.2,No,0
O0032262,C02869,2023-03-09,149.4,Yes,15
O0032263,C02869,2023-09-26,373.35,No,0
O0032264,C02869,2023-10-15,234.23,No,0
O0032265,C02869,2023-11-03,337.91,Yes,15
O0032266,C02869,2024-02-07,154.66,Yes,10
O0032267,C02869,2024-02-23,451.93,Yes,5
O0032268,C02869,2024-04-17,146.49,No,0
O0032269,C02869,2024-05-04,502.05,Yes,10
O0032270,C02869,2024-06-10,323.59,Yes,15
O0032271,C02869,2024-06-23,546.68,No,0
O0032272,C02870,2022-07-29,1276.72,No,0
O0032273,C02870,2022-09-25,454.98,No,0
O0032274,C02870,2022-10-09,481.24,No,0
O0032275,C02870,2022-10-22,450.16,No,0
O0032276,C02870,2022-11-02,256.77,No,0
O0032277,C02870,2022-11-09,464.87,No,0
O0032278,C02870,2022-12-13,547.0,No,0
O0032279,C02870,2023-01-01,186.17,No,0
O0032280,C02870,2023-01-21,285.06,No,0
O0032281,C02870,2023-02-15,696.76,No,0
O0032282,C02870,2023-02-17,565.14,No,0
O0032283,C02870,2023-03-30,619.69,No,0
O0032284,C02870,2023-04-08,219.08,No,0
O0032285,C02870,2023-04-16,179.96,No,0
O0032286,C02870,2023-04-22,427.85,No,0
O0032287,C02870,2023-05-21,326.1,No,0
O0032288,C02870,2023-05-27,281.58,No,0
O0032289,C02870,2023-05-28,526.3,No,0
O0032290,C02870,2023-06-18,137.29,Yes,10
O0032291,C02870,2023-08-18,698.25,No,0
O0032292,C02870,2023-08-25,681.56,No,0
O0032293,C02870,2023-09-14,1164.24,No,0
O0032294,C02870,2023-09-18,112.6,No,0
O0032295,C02870,2023-09-21,1047.37,No,0
O0032296,C02870,2023-10-02,117.66,No,0
O0032297,C02870,2023-10-05,340.86,No,0
O0032298,C02870,2023-10-18,449.7,No,0
O0032299,C02870,2023-10-29,465.75,No,0
O0032300,C02870,2023-12-05,80.79,No,0
O0032301,C02870,2023-12-06,103.61,No,0
O0032302,C02870,2023-12-14,617.07,No,0
O0032303,C02870,2024-01-18,461.41,No,0
O0032304,C02870,2024-01-22,107.88,No,0
O0032305,C02870,2024-02-06,351.0,No,0
O0032306,C02870,2024-03-09,351.28,No,0
O0032307,C02870,2024-03-22,732.86,No,0
O0032308,C02870,2024-04-07,95.73,No,0
O0032309,C02870,2024-04-11,689.77,No,0
O0032310,C02870,2024-04-14,100.71,Yes,5
O0032311,C02870,2024-04-23,95.89,No,0
O0032312,C02870,2024-05-02,689.37,No,0
O0032313,C02870,2024-05-06,313.21,No,0
O0032314,C02870,2024-05-17,95.52,No,0
O0032315,C02870,2024-05-18,292.18,No,0
O0032316,C02870,2024-06-01,325.23,No,0
O0032317,C02871,2024-05-18,363.98,No,0
O0032318,C02872,2023-06-11,92.15,No,0
O0032319,C02872,2023-06-17,865.97,No,0
O0032320,C02872,2023-07-29,243.59,No,0
O0032321,C02872,2023-08-08,221.01,No,0
O0032322,C02872,2023-08-17,94.09,No,0
O0032323,C02872,2023-08-28,310.42,No,0
O0032324,C02872,2023-09-11,181.11,Yes,10
O0032325,C02872,2023-09-19,146.14,Yes,20
O0032326,C02872,2023-09-27,323.1,No,0
O0032327,C02872,2023-10-20,92.72,No,0
O0032328,C02872,2023-11-21,81.65,No,0
O0032329,C02872,2023-12-20,346.42,No,0
O0032330,C02872,2024-01-05,256.58,No,0
O0032331,C02872,2024-01-18,192.14,Yes,20
O0032332,C02872,2024-01-19,877.06,No,0
O0032333,C02872,2024-01-29,278.27,No,0
O0032334,C02872,2024-02-03,531.87,Yes,20
O0032335,C02872,2024-02-12,186.57,Yes,25
O0032336,C02872,2024-03-03,960.02,No,0
O0032337,C02872,2024-04-01,239.61,No,0
O0032338,C02872,2024-04-20,508.16,No,0
O0032339,C02872,2024-04-25,707.48,No,0
O0032340,C02872,2024-04-26,387.25,Yes,10
O0032341,C02872,2024-05-21,334.69,Yes,25
O0032342,C02872,2024-06-03,369.51,No,0
O0032343,C02872,2024-06-09,663.01,No,0
O0032344,C02872,2024-06-22,102.6,No,0
O0032345,C02872,2024-06-25,827.02,Yes,20
O0032346,C02873,2022-06-05,297.24,No,0
O0032347,C02873,2022-07-04,68.91,Yes,15
O0032348,C02873,2022-07-31,195.15,No,0
O0032349,C02874,2024-02-24,416.13,No,0
O0032350,C02874,2024-03-09,91.42,Yes,15
O0032351,C02875,2022-08-08,261.14,Yes,10
O0032352,C02875,2022-09-20,684.64,Yes,10
O0032353,C02875,2022-12-04,190.18,Yes,5
O0032354,C02875,2022-12-29,214.56,Yes,10
O0032355,C02875,2023-01-10,84.11,Yes,10
O0032356,C02876,2022-06-16,91.21,Yes,10
O0032357,C02876,2022-06-20,1027.4,Yes,15
O0032358,C02876,2022-06-22,301.63,No,0
O0032359,C02876,2022-07-27,733.14,Yes,15
O0032360,C02876,2022-08-11,196.29,Yes,15
O0032361,C02876,2022-09-11,199.01,Yes,20
O0032362,C02876,2023-01-28,106.11,Yes,15
O0032363,C02876,2023-02-08,177.7,Yes,10
O0032364,C02876,2023-03-15,808.71,Yes,10
O0032365,C02876,2023-04-10,197.82,No,0
O0032366,C02876,2023-04-14,179.67,Yes,5
O0032367,C02876,2023-04-21,252.13,Yes,10
O0032368,C02876,2023-05-09,539.23,Yes,10
O0032369,C02876,2023-05-14,122.91,Yes,10
O0032370,C02876,2023-05-27,293.31,Yes,20
O0032371,C02876,2023-06-19,778.47,No,0
O0032372,C02876,2023-07-27,506.79,Yes,5
O0032373,C02876,2023-08-03,365.84,Yes,10
O0032374,C02876,2023-08-08,299.98,Yes,20
O0032375,C02876,2023-09-10,225.31,Yes,5
O0032376,C02876,2023-11-05,227.1,Yes,15
O0032377,C02876,2023-11-22,239.41,Yes,5
O0032378,C02876,2023-12-01,837.8,No,0
O0032379,C02876,2023-12-08,308.36,Yes,5
O0032380,C02876,2023-12-19,222.12,Yes,10
O0032381,C02876,2023-12-30,212.12,Yes,15
O0032382,C02876,2024-01-09,249.89,Yes,15
O0032383,C02876,2024-02-21,173.96,Yes,25
O0032384,C02876,2024-02-27,84.1,Yes,10
O0032385,C02876,2024-05-11,108.55,Yes,10
O0032386,C02877,2024-01-15,173.43,No,0
O0032387,C02877,2024-03-05,349.88,Yes,20
O0032388,C02877,2024-05-10,107.25,No,0
O0032389,C02877,2024-06-28,164.75,Yes,10
O0032390,C02878,2023-01-10,236.93,No,0
O0032391,C02878,2023-03-15,181.97,No,0
O0032392,C02878,2023-04-02,95.32,No,0
O0032393,C02878,2023-09-01,1051.33,No,0
O0032394,C02878,2023-12-11,338.08,No,0
O0032395,C02878,2023-12-14,62.44,Yes,25
O0032396,C02878,2024-01-23,828.53,No,0
O0032397,C02878,2024-02-05,196.44,No,0
O0032398,C02878,2024-02-10,393.56,No,0
O0032399,C02878,2024-02-17,463.3,Yes,5
O0032400,C02878,2024-03-05,93.73,No,0
O0032401,C02878,2024-03-29,312.69,Yes,5
O0032402,C02878,2024-05-18,204.11,No,0
O0032403,C02878,2024-06-05,720.71,No,0
O0032404,C02879,2023-03-31,671.32,No,0
O0032405,C02879,2023-04-29,84.09,Yes,5
O0032406,C02879,2023-06-11,251.35,No,0
O0032407,C02880,2023-04-21,289.65,No,0
O0032408,C02880,2023-05-04,186.14,No,0
O0032409,C02880,2023-05-16,157.63,Yes,5
O0032410,C02880,2023-05-31,447.33,No,0
O0032411,C02880,2023-06-18,301.23,No,0
O0032412,C02880,2023-06-26,114.0,No,0
O0032413,C02880,2023-06-28,353.85,Yes,25
O0032414,C02880,2023-07-05,225.96,No,0
O0032415,C02880,2023-07-14,240.82,No,0
O0032416,C02880,2023-07-17,229.98,Yes,10
O0032417,C02880,2023-08-24,111.92,No,0
O0032418,C02880,2023-09-11,73.1,No,0
O0032419,C02880,2023-09-15,888.22,No,0
O0032420,C02880,2023-09-21,570.55,No,0
O0032421,C02880,2023-10-02,1007.27,No,0
O0032422,C02880,2023-10-18,153.42,No,0
O0032423,C02881,2023-11-24,252.58,No,0
